cmp_tuw_id,cmp_gate,cmp_gate_name,cmp_workstream,cmp_task,risk,priority,runtime_readiness_target,integration_order,implementation_batch,repo_absorption_lane,existing_lfos_anchor,github_history_unit,runtime_claim_rule,status
CMP-G4-W04-T021,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Matter dashboard overview API 구현,Medium,P1,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matter-dashboard-overview-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T022,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,Matter open/close E2E integration test 구현,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-matter-open-close-e2e-integration-test-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G4-W04-T023,CMP-G4,Matter Core & Staffing Runtime,W04 Matter Core & Staffing Runtime,G4 Matter closeout report 생성,High,P0,R4,06,B05-matter-core-staffing-runtime,packages/matter; apps/api matter routes; apps/web matter surfaces,LFOS-G4-W05-T001..LFOS-G4-W05-T014 plus Employee staffing dependency,branch codex/lawos-cmp-g4-w04; commit/PR slice cmp-g4-w04-g4-matter-closeout-report-생성,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T001,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,Vault runtime boundary contract 작성,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-vault-runtime-boundary-contract-작성,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T002,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,VaultObject canonical schema 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-vaultobject-canonical-schema-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T003,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,Document schema runtime화,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-document-schema-runtime화,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T004,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,DocumentVersion immutable schema 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-documentversion-immutable-schema-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T005,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,FileObject opaque storage pointer 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-fileobject-opaque-storage-pointer-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T006,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,StorageAdapter interface 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-storageadapter-interface-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T007,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,local/S3/SharePoint storage adapters 구현,High,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-local-s3-sharepoint-storage-adapters-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T008,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,upload command with checksum 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-upload-command-with-checksum-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T009,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,hash/lineage service 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-hash-lineage-service-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T010,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,version lock/check-in/check-out 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-version-lock-check-in-check-out-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T011,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,redaction metadata model 구현,High,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-redaction-metadata-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T012,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,privilege label model 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-privilege-label-model-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T013,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,confidentiality + HR-sensitive classification 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-confidentiality-hr-sensitive-classification-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T014,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,legal hold enforcement 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-legal-hold-enforcement-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T015,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,retention policy enforcement 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-retention-policy-enforcement-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T016,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,HRDocument vault envelope 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-hrdocument-vault-envelope-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T017,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,EmailThread/EmailMessage schema runtime 구현,High,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-emailthread-emailmessage-schema-runtime-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T018,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,EmailAttachment→Document conversion 구현,High,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-emailattachment-document-conversion-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T019,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,Outlook filing API no credential leak 구현,High,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-outlook-filing-api-no-credential-leak-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T020,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,secure link runtime 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-secure-link-runtime-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T021,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,secure link expiry/MFA/watermark enforcement,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-secure-link-expiry-mfa-watermark-enforcement,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T022,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,portal projection service 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-portal-projection-service-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T023,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,data room projection service 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-data-room-projection-service-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T024,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,permission-before-search indexer 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-permission-before-search-indexer-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T025,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,permission-aware search API 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-permission-aware-search-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T026,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,RAG source grounding snapshot 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-rag-source-grounding-snapshot-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T027,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,permission-before-AI precheck 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-permission-before-ai-precheck-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T028,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,viewer rendition/OCR text pipeline 구현,Medium,P1,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-viewer-rendition-ocr-text-pipeline-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T029,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,audit-before/after-write integration 구현,Critical,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-audit-before-after-write-integration-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T030,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,Vault rollback/compensation workflow 구현,High,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-vault-rollback-compensation-workflow-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T031,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,orphan file cleanup job 구현,High,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-orphan-file-cleanup-job-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G5-W05-T032,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,W05 Vault-backed DMS / Email / Knowledge Runtime,G5 Vault/DMS closeout report 생성,High,P0,R4,07,B06-vault-dms-email-knowledge-runtime,packages/dms; packages/email-dms; packages/search; packages/data-room; apps/api vault routes,LFOS-G4-W06-T001..LFOS-G4-W06-T016 plus RP06/RP08/RP07/RP20 overlays,branch codex/lawos-cmp-g5-w05; commit/PR slice cmp-g5-w05-g5-vault-dms-closeout-report-생성,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T001,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Lead runtime schema/API 구현,High,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-lead-runtime-schema-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T002,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Opportunity runtime schema/API 구현,High,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-opportunity-runtime-schema-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T003,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Opportunity state machine 구현,High,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-opportunity-state-machine-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T004,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,CRMActivity confidential flag + ACL 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-crmactivity-confidential-flag-acl-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T005,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Proposal/Pitch/RFP record 구현,Medium,P1,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-proposal-pitch-rfp-record-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T006,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Opportunity→Matter direct block 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-opportunity-matter-direct-block-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T007,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Opportunity→Intake command 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-opportunity-intake-command-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T008,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,IntakeRequest runtime schema/API 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-intakerequest-runtime-schema-api-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T009,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,ConflictCheck immutable snapshot 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-conflictcheck-immutable-snapshot-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T010,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,ConflictHit model/source audit 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-conflicthit-model-source-audit-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T011,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,conflict search over party aliases/relationships 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-conflict-search-over-party-aliases-relationships-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T012,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,conflict decision workflow 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-conflict-decision-workflow-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
CMP-G6-W06-T013,CMP-G6,CRM → Intake → Matter Conversion Runtime,W06 CRM → Intake → Matter Conversion Runtime,Waiver model/approval workflow 구현,Critical,P0,R4,05,B04-crm-intake-matter-conversion,packages/crm; packages/intake; apps/api crm/intake routes; apps/web intake workspace,LFOS-G3-W03-T001..LFOS-G3-W04-T014,branch codex/lawos-cmp-g6-w06; commit/PR slice cmp-g6-w06-waiver-model-approval-workflow-구현,planning-only until row evidence proves persistence/write API/permission/audit/state/idempotency and gate validator passes,planned_extension
