screenshot_id,source_file,flow_id,screen_family,implementation_phase,matter_route,audit_status,lowres_similarity,changed_pixel_ratio,white_ratio_delta,blue_ratio_delta,brightness_delta,audit_note
182,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 182.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention,pixel_baseline_close,0.976,0.0341,0.0862,0.0025,2.78,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
183,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 183.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention,pixel_baseline_close,0.9733,0.044,0.0677,0.0038,2.98,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
184,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 184.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention,pixel_baseline_close,0.9725,0.047,0.0712,0.0015,3.24,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
185,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 185.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention,pixel_baseline_close,0.9764,0.0339,0.1311,0.0051,2.96,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
186,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 186.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention,pixel_baseline_close,0.97,0.0638,0.1245,0.0066,2.08,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
187,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 187.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention,pixel_baseline_close,0.9688,0.0727,0.0814,0.0012,3.04,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
188,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 188.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention&modal=feedback,pixel_baseline_close,0.9413,0.0826,0.0161,0.002,5.29,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
189,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 189.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention&modal=feedback,pixel_baseline_close,0.9416,0.082,0.0154,0.0004,5.36,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
190,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 190.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention&modal=feedback,pixel_baseline_close,0.9413,0.0839,0.0141,0.0004,5.45,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
191,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 191.png,ask-ai,Ask AI,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&variant=retention,pixel_baseline_close,0.9687,0.079,0.0955,0.0068,2.91,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
192,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 192.png,product-overview,Product overview dashboard,P3 home dashboards and templates,/?locale=ko&view=home,pixel_baseline_close,0.947,0.1386,0.0855,0.0549,2.68,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
193,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 193.png,product-overview,Product overview dashboard,P3 home dashboards and templates,/?locale=ko&view=home,pixel_baseline_close,0.9455,0.1439,0.1326,0.0532,1.93,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
194,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 194.png,product-overview,Product overview dashboard,P3 home dashboards and templates,/?locale=ko&view=home,pixel_baseline_close,0.9496,0.1288,0.0464,0.0559,3.15,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
195,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 195.png,product-overview,Product overview dashboard,P3 home dashboards and templates,/?locale=ko&view=home,pixel_baseline_close,0.9469,0.1399,0.0866,0.0541,2.59,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
196,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 196.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList,pixel_baseline_close,0.9689,0.0622,0.0878,0.0136,3.81,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
197,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 197.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList,pixel_baseline_close,0.9643,0.0489,0.1974,0.0025,0.21,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
198,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 198.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList,pixel_baseline_close,0.9639,0.0523,0.1969,0.0026,0.33,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
199,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 199.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList,pixel_baseline_close,0.9672,0.0538,0.1581,0.0037,0.68,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
200,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 200.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList,pixel_baseline_close,0.9697,0.0574,0.0422,0.0107,2.96,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
201,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 201.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList&modal=saveCohort,pixel_baseline_close,0.9333,0.0934,0.0347,0.0018,2.42,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
202,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 202.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList&modal=saveCohort,pixel_baseline_close,0.9339,0.0909,0.0386,0.0004,2.41,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
203,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 203.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList&modal=saveCohort,pixel_baseline_close,0.9248,0.1085,0.0484,0.004,0.06,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
204,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 204.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList&modal=saveCohort,pixel_baseline_close,0.9096,0.1392,0.0721,0.0053,4.69,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
205,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 205.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList&modal=saveCohort,pixel_baseline_close,0.9339,0.0905,0.039,0.0005,2.4,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
206,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 206.png,user-profiles-list,User profiles list and cohort save,"P5 matter profiles, event stream, raw evidence",/?locale=en&view=profiles&variant=userList,pixel_baseline_close,0.9656,0.068,0.021,0.0063,3.88,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
207,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 207.png,user-profile-detail,User profile detail,"P5 matter profiles, event stream, raw evidence",/?locale=ko&view=profiles,pixel_baseline_close,0.9574,0.1062,0.2365,0.0284,1.15,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
208,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 208.png,user-profile-detail,User profile detail,"P5 matter profiles, event stream, raw evidence",/?locale=ko&view=profiles,pixel_baseline_close,0.9556,0.1227,0.0762,0.0234,3.32,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
209,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 209.png,user-profile-detail,User profile detail,"P5 matter profiles, event stream, raw evidence",/?locale=ko&view=profiles,pixel_baseline_close,0.9526,0.1024,0.2639,0.021,2.48,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
210,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 210.png,cohorts-users,Cohorts and users,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask,pixel_baseline_close,0.9626,0.0817,0.1277,0.0071,1.93,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
211,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 211.png,cohorts-users,Cohorts and users,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask,pixel_baseline_close,0.9621,0.0784,0.1465,0.0037,2.2,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
212,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 212.png,cohorts-users,Cohorts and users,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask,pixel_baseline_close,0.9653,0.0656,0.289,0.005,0.49,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
213,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 213.png,session-replay,Session replay,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask,pixel_baseline_close,0.968,0.0544,0.3073,0.0034,1.67,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
214,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 214.png,session-replay,Session replay,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask,pixel_baseline_close,0.9664,0.0584,0.2314,0.0028,0.21,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
215,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 215.png,session-replay,Session replay,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=ask&modal=sessionReplay,pixel_baseline_close,0.9246,0.1785,0.0522,0.0118,10.55,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
216,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 216.png,experiments-overview,Experiments overview,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=overviewCards,pixel_baseline_close,0.966,0.0677,0.2492,0.0101,0.61,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
217,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 217.png,experiments-overview,Experiments overview,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=overviewCards,pixel_baseline_close,0.9543,0.0986,0.0881,0.0249,5.71,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
218,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 218.png,experiments-overview,Experiments overview,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=overviewCards,pixel_baseline_close,0.9526,0.1056,0.0935,0.0261,6.28,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
219,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 219.png,experiments-overview,Experiments overview,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=overviewCards&modal=newExperimentBlank,pixel_baseline_close,0.9379,0.0966,0.0238,0.0015,4.04,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
220,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 220.png,experiments-overview,Experiments overview,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=overviewCards&modal=newExperimentFilled,pixel_baseline_close,0.9379,0.0989,0.0223,0.0005,4.23,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
221,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 221.png,experiments-overview,Experiments overview,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=overviewCards&modal=newExperimentAdvanced,pixel_baseline_close,0.9345,0.1203,0.0209,0.0005,2.51,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
222,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 222.png,experiments-overview,Experiments overview,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&modal=openingTab,pixel_baseline_close,0.9393,0.0902,0.0138,0,7.9,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
223,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 223.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=builder,pixel_baseline_close,0.9601,0.0732,0.2836,0.0032,0.29,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
224,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 224.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expSiteSetup,pixel_baseline_close,0.8869,0.217,0.0442,0.003,23.17,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
225,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 225.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expVariantsDrawer,pixel_baseline_close,0.8914,0.198,0.0324,0.0015,22.69,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
226,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 226.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expActionModal,pixel_baseline_close,0.958,0.0629,0.0198,0.0028,9.16,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
227,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 227.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=builder,pixel_baseline_close,0.9654,0.0586,0.6016,0.0027,0.52,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
228,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 228.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expVisualEditor,pixel_baseline_close,0.9666,0.0676,0.0613,0.0072,5.36,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
229,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 229.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=builder,pixel_baseline_close,0.9484,0.0893,0.564,0.0013,3.73,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
230,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 230.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=builder,pixel_baseline_close,0.9507,0.0877,0.5644,0.0157,3.15,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
231,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 231.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=builder,pixel_baseline_close,0.9657,0.0579,0.6016,0.0015,0.59,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
232,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 232.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expAdding,pixel_baseline_close,0.9608,0.054,0.018,0.0047,8.06,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
233,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 233.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=builder,pixel_baseline_close,0.8738,0.2108,0.4401,0.0026,19.22,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
234,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 234.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expGoalsDraft,pixel_baseline_close,0.8865,0.2149,0.0737,0.0019,23.63,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
235,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 235.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expGoalsConfigured,pixel_baseline_close,0.8846,0.2187,0.092,0.0024,24.03,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
236,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 236.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expDelivery,pixel_baseline_close,0.888,0.2151,0.0348,0.0014,23.03,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
237,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 237.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=builder,pixel_baseline_close,0.9608,0.0667,0.2819,0.0082,0.38,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
238,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 238.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expStartModal,pixel_baseline_close,0.8808,0.2129,0.1082,0.0041,12.2,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
239,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 239.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expDetailSettings,pixel_baseline_close,0.972,0.0577,0.0392,0.003,1.4,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
240,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 240.png,experiment-builder,Experiment builder,"P8 Ask matter, cohorts, replay, experiments, flags",/?locale=en&view=experiments&variant=expDetailActivity,pixel_baseline_close,0.9663,0.0787,0.0864,0.0055,1.8,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
241,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 241.png,resources-and-external-preview,Resources and external preview,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9552,0.1106,0.1193,0.0265,5.97,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
242,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 242.png,resources-and-external-preview,Resources and external preview,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9648,0.0765,0.1139,0.0133,3.39,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
243,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 243.png,resources-and-external-preview,Resources and external preview,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9653,0.0801,0.0391,0.0072,1.99,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
244,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 244.png,resources-and-external-preview,Resources and external preview,"P4 spaces, all content, search, resource surfaces",/?locale=en&view=content&modal=visualLabelingLaunch,pixel_baseline_close,0.9408,0.0832,0.0255,0.0007,3.49,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
245,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 245.png,resources-and-external-preview,Resources and external preview,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9659,0.0657,0.3461,0.0072,1.99,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
246,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 246.png,resources-and-external-preview,Resources and external preview,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9599,0.0841,0.262,0.0049,3.02,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
247,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 247.png,resources-and-external-preview,Resources and external preview,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9576,0.0995,0.2534,0.0145,3.76,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
248,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 248.png,resources-and-external-preview,Resources and external preview,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9587,0.0782,0.3262,0.0072,3.99,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
249,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 249.png,data-connections-catalog,"Data, connections, catalog","P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9657,0.0673,0.2004,0.0047,0.03,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
250,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 250.png,data-connections-catalog,"Data, connections, catalog","P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9586,0.0978,0.1389,0.0078,2.66,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
251,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 251.png,data-connections-catalog,"Data, connections, catalog","P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.96,0.106,0.0046,0.0072,3.51,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
252,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 252.png,data-connections-catalog,"Data, connections, catalog","P9 settings, team, billing, profile, notifications",/?locale=ko&view=admin,pixel_baseline_close,0.9613,0.0855,0.0287,0.0051,3.18,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
253,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 253.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9683,0.0735,0.0309,0.0141,1.85,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
254,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 254.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9677,0.0759,0.0296,0.0152,2.04,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
255,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 255.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9702,0.046,0.309,0.0036,3.57,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
256,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 256.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9682,0.0731,0.0259,0.0169,2,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
257,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 257.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9472,0.1264,0.2911,0.0377,8.96,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
258,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 258.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9683,0.049,0.4256,0.0047,4.8,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
259,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 259.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9631,0.0808,0.1272,0.0123,4.22,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
260,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 260.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9607,0.0802,0.1949,0.0117,5.04,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
261,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 261.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=en&view=content&modal=archive,pixel_baseline_close,0.9351,0.0932,0.0294,0,5.82,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
262,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 262.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9585,0.0901,0.1308,0.0106,5.44,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
263,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 263.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9568,0.0958,0.1347,0.0111,5.9,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
264,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 264.png,flags-and-content,Feature flags and content,"P4 spaces, all content, search, resource surfaces",/?locale=ko&view=content,pixel_baseline_close,0.9493,0.1168,0.1762,0.0571,7.88,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
265,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 265.png,global-search,Global search,P1 app shell / navigation / search,/?locale=ko&view=home&query=atlas,pixel_baseline_close,0.9649,0.0966,0.1355,0.0022,2.4,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
266,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 266.png,global-search,Global search,P1 app shell / navigation / search,/?locale=ko&view=home&query=atlas,pixel_baseline_close,0.965,0.0913,0.1384,0.0062,2.42,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
267,Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 267.png,global-search,Global search,P1 app shell / navigation / search,/?locale=ko&view=home&query=atlas,pixel_baseline_close,0.9654,0.0715,0.3203,0.0103,2.83,Route/state exists and low-resolution layout/color metrics are within the current baseline threshold.
