"screenshot_id","flow_id","screen_family","implementation_phase","state_family","matter_route","expected_text","verification_tier","next_gate"
"280","billing-plan","Billing and plan","P9 settings, team, billing, profile, notifications","billing and plan","/?locale=ko&view=admin","요금제와 사용량","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"281","billing-plan","Billing and plan","P9 settings, team, billing, profile, notifications","billing and plan","/?locale=ko&view=admin","요금제와 사용량","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"282","team-members","Team members","P9 settings, team, billing, profile, notifications","team members","/?locale=en&view=admin","Team Members","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"283","team-members","Team members","P9 settings, team, billing, profile, notifications","team member remove confirmation modal","/?locale=en&view=admin&modal=remove","Remove 1 team member?","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"284","team-members","Team members","P9 settings, team, billing, profile, notifications","team member remove confirmation modal","/?locale=en&view=admin&modal=remove","Transfer content from Alex Smith to:","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"285","team-members","Team members","P9 settings, team, billing, profile, notifications","team member remove confirmation modal","/?locale=en&view=admin&modal=remove","Transfer content from Alex Smith to:","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"286","team-members","Team members","P9 settings, team, billing, profile, notifications","team members","/?locale=en&view=admin","Team Members","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"287","profile-settings","Profile settings","P9 settings, team, billing, profile, notifications","profile settings","/?locale=en&view=admin&variant=profile","Personal Information","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"288","profile-settings","Profile settings","P9 settings, team, billing, profile, notifications","profile settings","/?locale=en&view=admin&variant=profile","Personal Information","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"289","profile-settings","Profile settings","P9 settings, team, billing, profile, notifications","profile settings","/?locale=en&view=admin&variant=profile","Personal Information","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"290","profile-settings","Profile settings","P9 settings, team, billing, profile, notifications","profile photo modal","/?locale=en&view=admin&variant=profile&modal=profilePicture","Profile Picture","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"291","profile-settings","Profile settings","P9 settings, team, billing, profile, notifications","profile photo modal","/?locale=en&view=admin&variant=profile&modal=profilePicture","Profile Picture","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"292","profile-settings","Profile settings","P9 settings, team, billing, profile, notifications","profile settings","/?locale=en&view=admin&variant=profile","Personal Information","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"293","feedback","Feedback widgets","P9 settings, team, billing, profile, notifications","feedback rating widget","/?locale=en&view=home&variant=feedbackStars","How would you rate your experience","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"294","feedback","Feedback widgets","P9 settings, team, billing, profile, notifications","feedback text widget","/?locale=en&view=home&variant=feedbackComment","Anything else to add?","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"295","feedback","Feedback widgets","P9 settings, team, billing, profile, notifications","feedback text widget filled","/?locale=en&view=home&variant=feedbackFilled","Show me mouse clicks","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"296","feedback","Feedback widgets","P9 settings, team, billing, profile, notifications","feedback thanks widget","/?locale=en&view=home&variant=feedbackThanks","Thank you for your feedback","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"297","theme-dark-mode","Theme and dark mode","P10 dark theme and preference parity","theme preferences modal","/?locale=en&view=home&modal=themePreferences","Theme Preferences","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"298","theme-dark-mode","Theme and dark mode","P10 dark theme and preference parity","theme and dark mode","/?locale=en&theme=dark&view=dark","Theme Preferences","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"299","theme-dark-mode","Theme and dark mode","P10 dark theme and preference parity","theme and dark mode","/?locale=en&theme=dark&view=dark","Theme Preferences","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"300","theme-dark-mode","Theme and dark mode","P10 dark theme and preference parity","dark-shell bright dashboard templates grid","/?locale=en&theme=dark&view=dark&variant=darkTemplates","Dashboard Templates","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"301","theme-dark-mode","Theme and dark mode","P10 dark theme and preference parity","theme and dark mode","/?locale=en&theme=dark&view=dark","Theme Preferences","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"302","theme-dark-mode","Theme and dark mode","P10 dark theme and preference parity","theme and dark mode","/?locale=en&theme=dark&view=dark","Theme Preferences","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"303","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"304","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"305","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"306","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"307","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"308","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"309","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"310","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"311","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"312","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"313","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"314","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"315","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"316","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
"317","auth-returning-user","Auth returning user","P2 auth and onboarding flow","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","state_route_defined","Run registry verification, then add screenshot-specific pixel comparison for this state."
