"screenshot_id","flow_id","screen_family","implementation_phase","foundation_status","route_verification_tier","route_verified","evidence_surface","evidence_captures","next_gate"
"124","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"125","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"126","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"127","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"128","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"129","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"130","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"131","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"132","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"133","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"134","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"135","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"136","data-table-heatmap","Data table heatmap","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"137","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"138","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"139","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"140","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"141","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"142","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"143","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"144","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"145","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"146","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"147","retention-and-journeys","Retention and journey builder","P6 matter analytics builder","representative_verified","screenshot_state_route_verified","true","Analysis rail, query blocks, chart area, result table, recommendation panel","phase-p6-analytics-desktop-en.png; phase-p6-data-table-empty-desktop-en.png; phase-p6-data-table-picker-desktop-en.png; phase-p6-save-modal-desktop-en.png; phase-p6-chart-type-modal-desktop-en.png; phase-p6-share-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"148","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"149","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"150","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"151","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"152","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"153","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"154","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"155","dashboard-create","Dashboard builder","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"156","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"157","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"158","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"159","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"160","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"161","dashboard-chart-report","Dashboard chart/report states","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"162","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"163","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"164","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"165","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"166","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"167","dashboard-templates","Dashboard templates and funnel dashboard","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"168","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"169","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"170","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"171","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"172","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"173","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"174","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"175","notebooks","Notebook/report surface","P7 dashboards, notebooks, reports","representative_verified","screenshot_state_route_verified","true","Dashboard cards, notebook/report grid, add-chart entry","phase-p7-dashboards-desktop-ko.png; phase-p7-dashboard-template-desktop-en.png; phase-p7-create-dashboard-modal-desktop-en.png; phase-p7-generate-chart-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"176","all-content-initial","All content list","P4 spaces, all content, search, resource surfaces","representative_verified","screenshot_state_route_verified","true","All content, resources, feature flags, search-result state family","phase-p4-content-desktop-ko.png; phase-p4-content-archive-modal-desktop-en.png; phase-p1-global-search-desktop-ko.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"177","all-content-initial","All content list","P4 spaces, all content, search, resource surfaces","representative_verified","screenshot_state_route_verified","true","All content, resources, feature flags, search-result state family","phase-p4-content-desktop-ko.png; phase-p4-content-archive-modal-desktop-en.png; phase-p1-global-search-desktop-ko.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"178","all-content-initial","All content list","P4 spaces, all content, search, resource surfaces","representative_verified","screenshot_state_route_verified","true","All content, resources, feature flags, search-result state family","phase-p4-content-desktop-ko.png; phase-p4-content-archive-modal-desktop-en.png; phase-p1-global-search-desktop-ko.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"179","live-events","Live events","P5 matter profiles, event stream, raw evidence","representative_verified","screenshot_state_route_verified","true","Matter profile card, pinned properties, event stream, raw JSON panel","phase-p5-profiles-desktop-ko.png; phase-p5-user-profiles-list-desktop-en.png; phase-p5-save-cohort-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"180","analysis-card-guidance","Guidance cards","P8 Ask matter, cohorts, replay, experiments, flags","representative_verified","screenshot_state_route_verified","true","Ask prompt gallery, answer surface, experiment table, variant editor, rollout modal","phase-p8-ask-desktop-ko.png; phase-p8-ask-retention-desktop-en.png; phase-p8-ask-feedback-modal-desktop-en.png; phase-p8-cohorts-replay-desktop-en.png; phase-p8-experiments-desktop-en.png; phase-p8-experiment-overview-cards-desktop-en.png; phase-p8-experiment-builder-desktop-en.png; phase-p8-new-experiment-modal-desktop-en.png; phase-p8-opening-tab-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"181","analysis-card-guidance","Guidance cards","P8 Ask matter, cohorts, replay, experiments, flags","representative_verified","screenshot_state_route_verified","true","Ask prompt gallery, answer surface, experiment table, variant editor, rollout modal","phase-p8-ask-desktop-ko.png; phase-p8-ask-retention-desktop-en.png; phase-p8-ask-feedback-modal-desktop-en.png; phase-p8-cohorts-replay-desktop-en.png; phase-p8-experiments-desktop-en.png; phase-p8-experiment-overview-cards-desktop-en.png; phase-p8-experiment-builder-desktop-en.png; phase-p8-new-experiment-modal-desktop-en.png; phase-p8-opening-tab-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"182","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","representative_verified","screenshot_state_route_verified","true","Ask prompt gallery, answer surface, experiment table, variant editor, rollout modal","phase-p8-ask-desktop-ko.png; phase-p8-ask-retention-desktop-en.png; phase-p8-ask-feedback-modal-desktop-en.png; phase-p8-cohorts-replay-desktop-en.png; phase-p8-experiments-desktop-en.png; phase-p8-experiment-overview-cards-desktop-en.png; phase-p8-experiment-builder-desktop-en.png; phase-p8-new-experiment-modal-desktop-en.png; phase-p8-opening-tab-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"183","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","representative_verified","screenshot_state_route_verified","true","Ask prompt gallery, answer surface, experiment table, variant editor, rollout modal","phase-p8-ask-desktop-ko.png; phase-p8-ask-retention-desktop-en.png; phase-p8-ask-feedback-modal-desktop-en.png; phase-p8-cohorts-replay-desktop-en.png; phase-p8-experiments-desktop-en.png; phase-p8-experiment-overview-cards-desktop-en.png; phase-p8-experiment-builder-desktop-en.png; phase-p8-new-experiment-modal-desktop-en.png; phase-p8-opening-tab-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"184","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","representative_verified","screenshot_state_route_verified","true","Ask prompt gallery, answer surface, experiment table, variant editor, rollout modal","phase-p8-ask-desktop-ko.png; phase-p8-ask-retention-desktop-en.png; phase-p8-ask-feedback-modal-desktop-en.png; phase-p8-cohorts-replay-desktop-en.png; phase-p8-experiments-desktop-en.png; phase-p8-experiment-overview-cards-desktop-en.png; phase-p8-experiment-builder-desktop-en.png; phase-p8-new-experiment-modal-desktop-en.png; phase-p8-opening-tab-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"185","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","representative_verified","screenshot_state_route_verified","true","Ask prompt gallery, answer surface, experiment table, variant editor, rollout modal","phase-p8-ask-desktop-ko.png; phase-p8-ask-retention-desktop-en.png; phase-p8-ask-feedback-modal-desktop-en.png; phase-p8-cohorts-replay-desktop-en.png; phase-p8-experiments-desktop-en.png; phase-p8-experiment-overview-cards-desktop-en.png; phase-p8-experiment-builder-desktop-en.png; phase-p8-new-experiment-modal-desktop-en.png; phase-p8-opening-tab-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
"186","ask-ai","Ask AI","P8 Ask matter, cohorts, replay, experiments, flags","representative_verified","screenshot_state_route_verified","true","Ask prompt gallery, answer surface, experiment table, variant editor, rollout modal","phase-p8-ask-desktop-ko.png; phase-p8-ask-retention-desktop-en.png; phase-p8-ask-feedback-modal-desktop-en.png; phase-p8-cohorts-replay-desktop-en.png; phase-p8-experiments-desktop-en.png; phase-p8-experiment-overview-cards-desktop-en.png; phase-p8-experiment-builder-desktop-en.png; phase-p8-new-experiment-modal-desktop-en.png; phase-p8-opening-tab-modal-desktop-en.png","Add screenshot-specific state capture and compare exact modal/dropdown/table variants"
