"screenshot_id","flow_id","screen_family","state_family","matter_route","expected_text","route_verified","verification_tier","next_gate"
"275","billing-plan","Billing and plan","billing and plan","/?locale=ko&view=admin","요금제와 사용량","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"276","billing-plan","Billing and plan","billing and plan","/?locale=ko&view=admin","요금제와 사용량","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"277","billing-plan","Billing and plan","billing and plan","/?locale=ko&view=admin","요금제와 사용량","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"278","billing-plan","Billing and plan","billing and plan","/?locale=ko&view=admin","요금제와 사용량","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"279","billing-plan","Billing and plan","billing and plan","/?locale=ko&view=admin","요금제와 사용량","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"280","billing-plan","Billing and plan","billing and plan","/?locale=ko&view=admin","요금제와 사용량","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"281","billing-plan","Billing and plan","billing and plan","/?locale=ko&view=admin","요금제와 사용량","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"282","team-members","Team members","team members","/?locale=en&view=admin","Team Members","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"283","team-members","Team members","team member remove confirmation modal","/?locale=en&view=admin&modal=remove","Remove 1 team member?","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"284","team-members","Team members","team member remove confirmation modal","/?locale=en&view=admin&modal=remove","Transfer content from Alex Smith to:","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"285","team-members","Team members","team member remove confirmation modal","/?locale=en&view=admin&modal=remove","Transfer content from Alex Smith to:","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"286","team-members","Team members","team members","/?locale=en&view=admin","Team Members","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"287","profile-settings","Profile settings","profile settings","/?locale=en&view=admin&variant=profile","Personal Information","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"288","profile-settings","Profile settings","profile settings","/?locale=en&view=admin&variant=profile","Personal Information","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"289","profile-settings","Profile settings","profile settings","/?locale=en&view=admin&variant=profile","Personal Information","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"290","profile-settings","Profile settings","profile photo modal","/?locale=en&view=admin&variant=profile&modal=profilePicture","Profile Picture","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"291","profile-settings","Profile settings","profile photo modal","/?locale=en&view=admin&variant=profile&modal=profilePicture","Profile Picture","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"292","profile-settings","Profile settings","profile settings","/?locale=en&view=admin&variant=profile","Personal Information","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"293","feedback","Feedback widgets","feedback rating widget","/?locale=en&view=home&variant=feedbackStars","How would you rate your experience","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"294","feedback","Feedback widgets","feedback text widget","/?locale=en&view=home&variant=feedbackComment","Anything else to add?","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"295","feedback","Feedback widgets","feedback text widget filled","/?locale=en&view=home&variant=feedbackFilled","Show me mouse clicks","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"296","feedback","Feedback widgets","feedback thanks widget","/?locale=en&view=home&variant=feedbackThanks","Thank you for your feedback","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"297","theme-dark-mode","Theme and dark mode","theme preferences modal","/?locale=en&view=home&modal=themePreferences","Theme Preferences","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"298","theme-dark-mode","Theme and dark mode","theme and dark mode","/?locale=en&theme=dark&view=dark","Theme Preferences","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"299","theme-dark-mode","Theme and dark mode","theme and dark mode","/?locale=en&theme=dark&view=dark","Theme Preferences","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"300","theme-dark-mode","Theme and dark mode","dark-shell bright dashboard templates grid","/?locale=en&theme=dark&view=dark&variant=darkTemplates","Dashboard Templates","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"301","theme-dark-mode","Theme and dark mode","theme and dark mode","/?locale=en&theme=dark&view=dark","Theme Preferences","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"302","theme-dark-mode","Theme and dark mode","theme and dark mode","/?locale=en&theme=dark&view=dark","Theme Preferences","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"303","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"304","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"305","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"306","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"307","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"308","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"309","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"310","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"311","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"312","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"313","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"314","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"315","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"316","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
"317","auth-returning-user","Auth returning user","returning user auth","/?locale=en&view=auth&authStep=login","Log in to matter","true","screenshot_state_route_verified","Capture this exact screenshot-state and compare pixel/layout drift against the Amplitude source screenshot."
