screenshot_id,file,flow_id,screen_family,screen_type,ui_elements,matter_destination,implementation_phase,coverage_status,coverage_rule
"168","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 168.png","notebooks","Notebook/report surface","notebook empty, search/add blocks, cover image, report chart cards, change image controls","notebook empty state; block search; cover image; report card; image controls","matter narrative report/notebook","P7 dashboards, notebooks, reports","planned","must be implemented or componentized; do not ignore"
"169","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 169.png","notebooks","Notebook/report surface","notebook empty, search/add blocks, cover image, report chart cards, change image controls","notebook empty state; block search; cover image; report card; image controls","matter narrative report/notebook","P7 dashboards, notebooks, reports","planned","must be implemented or componentized; do not ignore"
"170","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 170.png","notebooks","Notebook/report surface","notebook empty, search/add blocks, cover image, report chart cards, change image controls","notebook empty state; block search; cover image; report card; image controls","matter narrative report/notebook","P7 dashboards, notebooks, reports","planned","must be implemented or componentized; do not ignore"
"171","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 171.png","notebooks","Notebook/report surface","notebook empty, search/add blocks, cover image, report chart cards, change image controls","notebook empty state; block search; cover image; report card; image controls","matter narrative report/notebook","P7 dashboards, notebooks, reports","planned","must be implemented or componentized; do not ignore"
"172","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 172.png","notebooks","Notebook/report surface","notebook empty, search/add blocks, cover image, report chart cards, change image controls","notebook empty state; block search; cover image; report card; image controls","matter narrative report/notebook","P7 dashboards, notebooks, reports","planned","must be implemented or componentized; do not ignore"
"173","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 173.png","notebooks","Notebook/report surface","notebook empty, search/add blocks, cover image, report chart cards, change image controls","notebook empty state; block search; cover image; report card; image controls","matter narrative report/notebook","P7 dashboards, notebooks, reports","planned","must be implemented or componentized; do not ignore"
"174","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 174.png","notebooks","Notebook/report surface","notebook empty, search/add blocks, cover image, report chart cards, change image controls","notebook empty state; block search; cover image; report card; image controls","matter narrative report/notebook","P7 dashboards, notebooks, reports","planned","must be implemented or componentized; do not ignore"
"175","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 175.png","notebooks","Notebook/report surface","notebook empty, search/add blocks, cover image, report chart cards, change image controls","notebook empty state; block search; cover image; report card; image controls","matter narrative report/notebook","P7 dashboards, notebooks, reports","planned","must be implemented or componentized; do not ignore"
"176","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 176.png","all-content-initial","All content list","content list and empty content states with filters, editors, type, and right filters","content table; editor filter; type filter; right filter rail; empty state","matter all content / DMS index","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"177","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 177.png","all-content-initial","All content list","content list and empty content states with filters, editors, type, and right filters","content table; editor filter; type filter; right filter rail; empty state","matter all content / DMS index","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"178","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 178.png","all-content-initial","All content list","content list and empty content states with filters, editors, type, and right filters","content table; editor filter; type filter; right filter rail; empty state","matter all content / DMS index","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"179","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 179.png","live-events","Live events","live event table with event names, user/session identifiers, columns and filters","live events table; column headers; event rows; filter rail","matter live audit/event stream","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"180","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 180.png","analysis-card-guidance","Guidance cards","large educational chart card with CTA and inline tutorial controls","education card; CTA; illustrated chart; resource links","analytics education and empty-state guidance","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"181","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 181.png","analysis-card-guidance","Guidance cards","large educational chart card with CTA and inline tutorial controls","education card; CTA; illustrated chart; resource links","analytics education and empty-state guidance","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"182","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 182.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"183","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 183.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"184","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 184.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"185","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 185.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"186","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 186.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"187","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 187.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"188","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 188.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"189","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 189.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"190","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 190.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"191","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 191.png","ask-ai","Ask AI","Ask surface from empty prompt cards to query result, chart response, follow-up, and feedback modal","chat input; prompt cards; AI generated chart; feedback modal; result explanation; suggested followups","Ask matter legal analytics assistant","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"192","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 192.png","product-overview","Product overview dashboard","home/product overview dashboard variants with metrics, gauges, charts and feedback popovers","dashboard overview; feedback popover; metric card; gauge card","matter product overview","P3 home dashboards and templates","planned","must be implemented or componentized; do not ignore"
"193","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 193.png","product-overview","Product overview dashboard","home/product overview dashboard variants with metrics, gauges, charts and feedback popovers","dashboard overview; feedback popover; metric card; gauge card","matter product overview","P3 home dashboards and templates","planned","must be implemented or componentized; do not ignore"
"194","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 194.png","product-overview","Product overview dashboard","home/product overview dashboard variants with metrics, gauges, charts and feedback popovers","dashboard overview; feedback popover; metric card; gauge card","matter product overview","P3 home dashboards and templates","planned","must be implemented or componentized; do not ignore"
"195","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 195.png","product-overview","Product overview dashboard","home/product overview dashboard variants with metrics, gauges, charts and feedback popovers","dashboard overview; feedback popover; metric card; gauge card","matter product overview","P3 home dashboards and templates","planned","must be implemented or componentized; do not ignore"
"196","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 196.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"197","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 197.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"198","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 198.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"199","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 199.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"200","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 200.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"201","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 201.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"202","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 202.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"203","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 203.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"204","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 204.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"205","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 205.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"206","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 206.png","user-profiles-list","User profiles list and cohort save","user profile list, profile query builder, save cohort modal and cohort validation states","user profile table; query builder; save cohort modal; side nav; cohort filter","matter profile list and cohort save","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"207","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 207.png","user-profile-detail","User profile detail","profile activity stream, pinned properties, raw event panel, insights charts","profile card; event stream; raw JSON panel; activity tabs; pinned properties","matter profile detail and audit evidence","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"208","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 208.png","user-profile-detail","User profile detail","profile activity stream, pinned properties, raw event panel, insights charts","profile card; event stream; raw JSON panel; activity tabs; pinned properties","matter profile detail and audit evidence","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"209","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 209.png","user-profile-detail","User profile detail","profile activity stream, pinned properties, raw event panel, insights charts","profile card; event stream; raw JSON panel; activity tabs; pinned properties","matter profile detail and audit evidence","P5 matter profiles, event stream, raw evidence","planned","must be implemented or componentized; do not ignore"
"210","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 210.png","cohorts-users","Cohorts and users","cohort list, users table, user activity chart and cohort membership views","cohort cards; user table; activity chart; membership table","client/matter cohorts","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"211","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 211.png","cohorts-users","Cohorts and users","cohort list, users table, user activity chart and cohort membership views","cohort cards; user table; activity chart; membership table","client/matter cohorts","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"212","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 212.png","cohorts-users","Cohorts and users","cohort list, users table, user activity chart and cohort membership views","cohort cards; user table; activity chart; membership table","client/matter cohorts","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"213","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 213.png","session-replay","Session replay","session replay list/player/settings with timeline, playback controls and metadata rail","session replay table; replay player; timeline controls; metadata panel; settings popover","client portal session replay and audit playback","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"214","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 214.png","session-replay","Session replay","session replay list/player/settings with timeline, playback controls and metadata rail","session replay table; replay player; timeline controls; metadata panel; settings popover","client portal session replay and audit playback","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"215","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 215.png","session-replay","Session replay","session replay list/player/settings with timeline, playback controls and metadata rail","session replay table; replay player; timeline controls; metadata panel; settings popover","client portal session replay and audit playback","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"216","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 216.png","experiments-overview","Experiments overview","experiment overview, resource cards, create/new web experiment modals and confirmation states","experiment overview cards; resource cards; experiment modal; confirmation modal","workflow experiment and feature-test entry","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"217","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 217.png","experiments-overview","Experiments overview","experiment overview, resource cards, create/new web experiment modals and confirmation states","experiment overview cards; resource cards; experiment modal; confirmation modal","workflow experiment and feature-test entry","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"218","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 218.png","experiments-overview","Experiments overview","experiment overview, resource cards, create/new web experiment modals and confirmation states","experiment overview cards; resource cards; experiment modal; confirmation modal","workflow experiment and feature-test entry","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"219","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 219.png","experiments-overview","Experiments overview","experiment overview, resource cards, create/new web experiment modals and confirmation states","experiment overview cards; resource cards; experiment modal; confirmation modal","workflow experiment and feature-test entry","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"220","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 220.png","experiments-overview","Experiments overview","experiment overview, resource cards, create/new web experiment modals and confirmation states","experiment overview cards; resource cards; experiment modal; confirmation modal","workflow experiment and feature-test entry","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"221","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 221.png","experiments-overview","Experiments overview","experiment overview, resource cards, create/new web experiment modals and confirmation states","experiment overview cards; resource cards; experiment modal; confirmation modal","workflow experiment and feature-test entry","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"222","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 222.png","experiments-overview","Experiments overview","experiment overview, resource cards, create/new web experiment modals and confirmation states","experiment overview cards; resource cards; experiment modal; confirmation modal","workflow experiment and feature-test entry","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"223","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 223.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"224","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 224.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"225","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 225.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"226","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 226.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"227","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 227.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"228","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 228.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"229","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 229.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"230","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 230.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"231","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 231.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"232","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 232.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"233","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 233.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"234","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 234.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"235","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 235.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"236","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 236.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"237","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 237.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"238","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 238.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"239","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 239.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"240","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 240.png","experiment-builder","Experiment builder","experiment setup, targeting, variants, preview editor, theme/color controls, checkout/delivery modals","experiment steps; targeting controls; variant cards; preview iframe; color picker; settings drawer; modal confirmation","legal workflow flags, controlled rollout, and portal experiment builder","P8 Ask matter, cohorts, replay, experiments, flags","planned","must be implemented or componentized; do not ignore"
"241","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 241.png","resources-and-external-preview","Resources and external preview","home/resources pages and embedded external app preview with code/config side panel","resource cards; external preview; code/config drawer; status toast","developer resources and integration setup","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"242","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 242.png","resources-and-external-preview","Resources and external preview","home/resources pages and embedded external app preview with code/config side panel","resource cards; external preview; code/config drawer; status toast","developer resources and integration setup","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"243","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 243.png","resources-and-external-preview","Resources and external preview","home/resources pages and embedded external app preview with code/config side panel","resource cards; external preview; code/config drawer; status toast","developer resources and integration setup","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"244","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 244.png","resources-and-external-preview","Resources and external preview","home/resources pages and embedded external app preview with code/config side panel","resource cards; external preview; code/config drawer; status toast","developer resources and integration setup","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"245","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 245.png","resources-and-external-preview","Resources and external preview","home/resources pages and embedded external app preview with code/config side panel","resource cards; external preview; code/config drawer; status toast","developer resources and integration setup","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"246","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 246.png","resources-and-external-preview","Resources and external preview","home/resources pages and embedded external app preview with code/config side panel","resource cards; external preview; code/config drawer; status toast","developer resources and integration setup","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"247","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 247.png","resources-and-external-preview","Resources and external preview","home/resources pages and embedded external app preview with code/config side panel","resource cards; external preview; code/config drawer; status toast","developer resources and integration setup","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"248","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 248.png","resources-and-external-preview","Resources and external preview","home/resources pages and embedded external app preview with code/config side panel","resource cards; external preview; code/config drawer; status toast","developer resources and integration setup","P4 spaces, all content, search, resource surfaces","planned","must be implemented or componentized; do not ignore"
"249","Law Firm OS UI/Amplitude web Feb 2025/Amplitude web Feb 2025 249.png","data-connections-catalog","Data, connections, catalog","event definitions, connection overview, integration catalog and provider cards","event definition table; connection map; integration cards; catalog filters","matter data integrations and event catalog","P9 settings, team, billing, profile, notifications","planned","must be implemented or componentized; do not ignore"
