tuw_id,gate,gate_name,domain,phase,sprint_window,pr_slice,priority,target_r_level,task,owner_role,target_files,evidence_path,source_status,repo_status,existing_target_state,implementation_gate,acceptance_criteria
CMP-G5-W05-T019,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,EmailThread runtime,Vault/DMS Lead,packages/email-dms/src/email-model.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-019.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Matter filing test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T020,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,Email filing service,Vault/DMS Lead,packages/email-dms/src/email-filing-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-020.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,duplicate thread and audit tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T021,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,Outlook/M365 placeholder,Vault/DMS Lead,packages/email-dms/src/m365-placeholder.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-021.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no credential leak test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T022,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,HRDocument filing service,Vault/DMS Lead,packages/hrx/src/hr-document-vault-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-022.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,non-HR denied; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T023,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P1,R4 foundation,Search index schema,Vault/DMS Lead,packages/dms/src/search/indexer.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-023.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,index envelope tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T024,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P2,R4 foundation,Permission-before-search,Vault/DMS Lead,packages/dms/src/search/acl-filter.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-024.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,unauthorized result absent; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T025,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P2,R4 foundation,RAG evidence source ledger,Vault/DMS Lead,packages/dms/src/rag-evidence.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-025.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,citation source validation; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T026,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P2,R4 foundation,Audit-before/after-write,Vault/DMS Lead,packages/dms/src/audit.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-026.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,view/download/share/version events; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T027,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P2,R4 foundation,Vault API contracts,Vault/DMS Lead,apps/api/src/vault-dms-runtime-context.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-027.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,API contract tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T028,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P2,R4 foundation,Matter vault UI,Vault/DMS Lead,apps/web/src/components/VaultSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-028.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,legal hold/privilege badges; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T029,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P2,R4 foundation,Document detail UI,Vault/DMS Lead,apps/web/src/components/DocumentDetail.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-029.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no raw path/bytes leak; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T030,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P2,R4 foundation,Email filing UI,Vault/DMS Lead,apps/web/src/components/EmailFilingView.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-030.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,credential absent safe state; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T031,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P2,R4 foundation,G5 R4 validator,Vault/DMS Lead,scripts/validate-cmp-r4-g5.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-031.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Fails without storage adapter; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G5-W05-T032,CMP-G5,Vault-backed DMS / Email / Knowledge Runtime,Vault/DMS,P5,S13-S15,PR-07,P2,R4 foundation,G5 closeout report,Vault/DMS Lead,docs/reorganization/client-matter-os/cmp-v1/r4-g5-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g5-032.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Evidence links complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T001,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P0,R4 foundation,Lead repository and API,CRM/Intake Lead,packages/crm/src/lead-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-001.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Party ref required test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T002,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P0,R4 foundation,Opportunity repository and API,CRM/Intake Lead,packages/crm/src/opportunity-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-002.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Matter direct ref blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T003,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P0,R4 foundation,CRMActivity runtime,CRM/Intake Lead,packages/crm/src/activity-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-003.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,confidential activity denied; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T004,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P0,R4 foundation,Proposal/RFP runtime,CRM/Intake Lead,packages/crm/src/proposal-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-004.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,fee estimate ref validation; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T005,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P0,R4 foundation,Referral/Campaign runtime,CRM/Intake Lead,packages/crm/src/referral-service.js; packages/crm/src/campaign-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-005.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,referral and opt-out tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T006,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P0,R4 foundation,Opportunity pipeline API,CRM/Intake Lead,apps/api/src/routes/crm.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-006.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,invalid stage transition blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T007,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P0,R4 foundation,Opportunity-to-Intake command,CRM/Intake Lead,packages/crm/src/intake-handoff-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-007.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,direct Matter creation blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T008,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P0,R4 foundation,IntakeRequest runtime,CRM/Intake Lead,packages/intake/src/intake-request-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-008.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,required parties test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T009,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P1,R4 foundation,ConflictCheck runtime,CRM/Intake Lead,packages/intake/src/conflict-check-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-009.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,snapshot immutability test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T010,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P1,R4 foundation,ConflictHit runtime,CRM/Intake Lead,packages/intake/src/conflict-hit-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-010.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,hit source audit test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T011,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P1,R4 foundation,Conflict search service,CRM/Intake Lead,packages/intake/src/conflict-search-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-011.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,alias/relationship tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T012,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P1,R4 foundation,Conflict decision workflow,CRM/Intake Lead,packages/intake/src/conflict-decision-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-012.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,reviewer required test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T013,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P1,R4 foundation,Waiver workflow,CRM/Intake Lead,packages/intake/src/waiver-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-013.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,consent document required; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T014,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P1,R4 foundation,Engagement workflow,CRM/Intake Lead,packages/intake/src/engagement-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-014.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,signed/approved state; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T015,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P1,R4 foundation,FeeTerms workflow,CRM/Intake Lead,packages/intake/src/fee-terms-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-015.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Billing mapping test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T016,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P1,R4 foundation,Risk approval queue,CRM/Intake Lead,packages/intake/src/risk-approval-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-016.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,approval audit test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T017,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P2,R4 foundation,Clearance token runtime,CRM/Intake Lead,packages/intake/src/clearance-token-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-017.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,expired/stale token blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T018,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P2,R4 foundation,Conflict memo boundary,CRM/Intake Lead,packages/intake/src/conflict-memo-acl.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-018.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,ACL negative test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T019,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P2,R4 foundation,CRM/Intake API contracts,CRM/Intake Lead,apps/api/src/crm-intake-runtime-context.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-019.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,contract tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T020,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P2,R4 foundation,Intake/conflict UI,CRM/Intake Lead,apps/web/src/components/IntakeSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-020.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,denied/review states; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T021,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P2,R4 foundation,G6 R4 validator,CRM/Intake Lead,scripts/validate-cmp-r4-g6.mjs,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-021.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Fails if Opportunity can create Matter; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G6-W06-T022,CMP-G6,CRM to Intake to Matter Conversion Runtime,CRM/Intake,P3,S09-S10,PR-05,P2,R4 foundation,G6 closeout report,CRM/Intake Lead,docs/reorganization/client-matter-os/cmp-v1/r4-g6-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g6-022.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,Evidence links complete; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T001,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,TimeEntry repository and schema,Finance Engineering Lead,packages/time-expense/src/model.js; repository.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-001.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,missing employee/matter blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T002,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,RateCard runtime,Finance Engineering Lead,packages/time-expense/src/rate-card-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-002.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,effective date tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T003,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,FeeArrangement integration,Finance Engineering Lead,packages/time-expense/src/fee-arrangement-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-003.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,rate override test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T004,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,Time entry workflow API,Finance Engineering Lead,packages/time-expense/src/time-entry-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-004.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,invalid transition blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T005,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,Expense runtime,Finance Engineering Lead,packages/time-expense/src/expense-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-005.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,evidence document required; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T006,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,Disbursement runtime,Finance Engineering Lead,packages/time-expense/src/disbursement-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-006.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,billable flag tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T007,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,WIP generation service,Finance Engineering Lead,packages/billing/src/wip-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-007.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,approved source creates WIP; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T008,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,WIP lock snapshot,Finance Engineering Lead,packages/billing/src/wip-snapshot-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-008.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,snapshot immutability test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T009,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,PreBill runtime,Finance Engineering Lead,packages/billing/src/prebill-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-009.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,partner review state test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T010,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P0,R4 foundation,Write-down/off workflow,Finance Engineering Lead,packages/billing/src/adjustment-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-010.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,approval required test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T011,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P1,R4 foundation,Invoice runtime,Finance Engineering Lead,packages/billing/src/invoice-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-011.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,idempotent issue test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T012,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P1,R4 foundation,Invoice line generation,Finance Engineering Lead,packages/billing/src/invoice-line-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-012.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,line reconciliation test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T013,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P1,R4 foundation,TaxInvoice runtime,Finance Engineering Lead,packages/billing/src/tax-invoice-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-013.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,tax invoice state tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T014,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P1,R4 foundation,Invoice correction workflow,Finance Engineering Lead,packages/billing/src/invoice-correction-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-014.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,issued invoice mutation blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T015,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P1,R4 foundation,Payment repository and import,Finance Engineering Lead,packages/payments/src/payment-import-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-015.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,duplicate import blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T016,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P1,R4 foundation,Payment matching service,Finance Engineering Lead,packages/payments/src/payment-matching-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-016.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,partial match test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T017,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P1,R4 foundation,ARBalance runtime,Finance Engineering Lead,packages/payments/src/ar-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-017.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,AR consistency test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T018,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P1,R4 foundation,AR aging read model,Finance Engineering Lead,packages/payments/src/ar-aging-read-model.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-018.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,aging bucket tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T019,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P1,R4 foundation,Journal entry runtime,Finance Engineering Lead,packages/payments/src/journal-entry-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-019.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,debit=credit tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T020,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P2,R4 foundation,Accounting export runtime,Finance Engineering Lead,packages/finance-integrations/src/accounting-export.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-020.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,human review before export; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T021,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P2,R4 foundation,VAT/tax export runtime,Finance Engineering Lead,packages/finance-integrations/src/tax-export.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-021.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,period lock test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T022,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P2,R4 foundation,SettlementRun runtime,Finance Engineering Lead,packages/settlement/src/settlement-run-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-022.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,posted run direct edit blocked; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T023,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P2,R4 foundation,Origination/working credits,Finance Engineering Lead,packages/settlement/src/credit-service.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-023.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,allocation sum tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T024,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P2,R4 foundation,Finance API contracts,Finance Engineering Lead,apps/api/src/revenue-finance-runtime-context.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-024.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,contract tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T025,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P2,R4 foundation,Finance UI live screens,Finance Engineering Lead,apps/web/src/components/FinanceSurface.jsx,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-025.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,role-based masking tests; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G7-W07-T026,CMP-G7,Time / Billing / Finance Runtime,Revenue/Finance,P6,S16-S18,PR-08,P2,R4 foundation,G7 closeout and validator,Finance Engineering Lead,scripts/validate-cmp-r4-g7.mjs; docs/.../r4-g7-closeout.md,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g7-026.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,WIP-to-cash E2E passes; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T001,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,Analytics event contract,Analytics Lead,packages/analytics/src/event-contract.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-001.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,no source mutation test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T002,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,Matter profitability model,Analytics Lead,packages/analytics/src/matter-profitability.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-002.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,invoice/payment/time join test; evidence artifact linked; validator passes; no descriptor-only completion claim.
CMP-G8-W08-T003,CMP-G8,Analytics & Profitability Read Models,Analytics,P7,S19,PR-09,P1,R4/R5 candidate,Client profitability model,Analytics Lead,packages/analytics/src/client-profitability.js,docs/reorganization/client-matter-os/cmp-v1/evidence/cmp-g8-003.md,Not Started,planned_missing_target_files,no_declared_targets_present,not_closed,client group aggregation test; evidence artifact linked; validator passes; no descriptor-only completion claim.
